Center Wavelength (nm),FWHM (nm)
6.469750366210938e-07,1.1301431733115302e-10
6.4085205078125e-07,3.7803274493292947e-10
6.403192138671875e-07,1.9526033609740736e-10
6.42342041015625e-07,2.5375034524442273e-10
6.390750732421875e-07,1.5518996363427638e-10
6.407810058593751e-07,2.2010991779898458e-10
6.416328125e-07,1.9010379469617816e-10
6.172603759765625e-07,1.7112906067632537e-10
