Center Wavelength (nm),FWHM (nm)
6.365565795898438e-07,2.6738982006501874e-10
6.36698486328125e-07,2.6144356934471104e-10
6.370529174804687e-07,4.0611879010141904e-10
6.314719238281251e-07,3.631855739985175e-10
6.350304565429688e-07,4.627782492762187e-10
6.378678588867188e-07,1.9636418888946782e-10
6.376552734375e-07,3.3432806384636965e-10
6.381510620117188e-07,1.5820239608320165e-10
6.2018017578125e-07,1.760329281168171e-10
