Center Wavelength (nm),FWHM (nm)
6.366275634765626e-07,1.744154144926763e-10
6.244244384765626e-07,1.9589700246025757e-10
6.328969116210938e-07,5.218005190806652e-10
6.280794067382813e-07,2.444664599475454e-10
6.331104125976563e-07,2.6644144416628713e-10
