Center Wavelength (nm),FWHM (nm)
6.296410522460938e-07,2.0854862738278802e-10
6.303587036132813e-07,2.2382836507126285e-10
6.305380859375e-07,2.5085309520083335e-10
6.351190185546875e-07,2.3512108054171693e-10
6.356902465820313e-07,1.6666456426838526e-10
6.346189575195313e-07,2.867138749476066e-10
6.312193603515625e-07,2.0943809800992578e-10
6.322225341796875e-07,2.496033032298441e-10
6.356545410156251e-07,1.8512981440227274e-10
