Center Wavelength (nm),FWHM (nm)
6.369820556640625e-07,2.682435246129004e-10
6.370529174804687e-07,1.9361194751880216e-10
6.201080932617188e-07,1.40894717234061e-10
6.374072875976563e-07,2.0558768347979373e-10
6.361663818359375e-07,2.1654862956272737e-10
