Center Wavelength (nm),FWHM (nm)
6.125863037109376e-07,1.1057115191783287e-10
6.366275634765626e-07,1.8859611540913034e-10
6.344974365234375e-07,2.6681976797167484e-10
6.344619750976563e-07,3.357705444651202e-10
6.220525512695313e-07,1.6655825659789015e-10
