Center Wavelength (nm),FWHM (nm)
6.308300170898438e-07,3.3022197822632123e-10
6.301877441406251e-07,2.3116426278316294e-10
6.321134033203126e-07,2.1664199865253605e-10
6.333239746093751e-07,2.1251539231511764e-10
6.329680786132813e-07,1.7813562628123018e-10
6.328969116210938e-07,1.9325529361102116e-10
6.332883911132813e-07,2.1300294485691148e-10
6.288660278320313e-07,1.6675360182539263e-10
6.308656616210938e-07,2.2072693350692337e-10
