Center Wavelength (nm),FWHM (nm)
6.279886474609375e-07,3.5627286555684806e-10
6.296410522460938e-07,2.2044855904708656e-10
6.38648193359375e-07,2.5323696396627184e-10
6.321867065429688e-07,2.5418433617431773e-10
6.259735107421875e-07,1.594202387830001e-10
6.461632080078125e-07,3.073910957564725e-10
