Center Wavelength (nm),FWHM (nm)
6.352619018554688e-07,2.2616059936152563e-10
6.340114135742188e-07,1.9466846767897193e-10
6.368316650390626e-07,2.859099015589578e-10
6.307891845703126e-07,1.9212219770894243e-10
6.374731445312501e-07,2.7425090573034817e-10
6.338684692382813e-07,3.032812667835586e-10
6.382566528320313e-07,1.9307407519764472e-10
6.427319946289063e-07,1.8387181648791713e-10
