Center Wavelength (nm),FWHM (nm)
6.146887817382813e-07,3.852083073854241e-10
6.141816406250001e-07,1.533620572829158e-10
6.18412841796875e-07,2.804466557778091e-10
6.137467041015625e-07,1.5482558199678433e-10
6.099711303710938e-07,2.533800855199538e-10
6.337508544921875e-07,2.266843966037142e-10
6.225562133789063e-07,2.63462486123039e-10
6.224841918945313e-07,1.537199299435677e-10
