Center Wavelength (nm),FWHM (nm)
6.368402709960938e-07,1.9843612690359418e-10
6.353500366210938e-07,1.8589704750949017e-10
6.304732666015625e-07,2.2025908764957314e-10
6.192427368164063e-07,1.5189613688763454e-10
6.175100708007813e-07,4.6173420775393007e-10
6.297592163085938e-07,2.614724045229256e-10
6.248192138671875e-07,2.978470295941041e-10
6.233829345703125e-07,3.2396191568570526e-10
6.322202758789063e-07,2.2205407556875037e-10
