Center Wavelength (nm),FWHM (nm)
6.320421752929688e-07,2.791451907607206e-10
6.331460571289063e-07,3.7728793803780415e-10
6.301519775390626e-07,2.3258845615474968e-10
6.333950805664063e-07,2.9259684508075533e-10
6.309013061523438e-07,2.684365582235964e-10
6.350304565429688e-07,2.193212675645856e-10
6.35279052734375e-07,2.887387705335957e-10
6.344974365234375e-07,2.2283751511924126e-10
