Center Wavelength (nm),FWHM (nm)
6.19675537109375e-07,1.5412211507361625e-10
6.117152099609375e-07,1.4945078509958393e-10
6.312936401367187e-07,2.0628055777368127e-10
6.192427368164063e-07,1.9073307132469656e-10
6.360244750976563e-07,5.098509862739754e-10
6.300806274414063e-07,1.997980405902888e-10
