Center Wavelength (nm),FWHM (nm)
6.267655639648438e-07,2.293625778091083e-10
6.275930786132813e-07,1.6810348249732712e-10
6.273053588867187e-07,2.1685818966609988e-10
6.212092895507813e-07,2.79562851086256e-10
6.163890991210938e-07,2.5544856868265813e-10
6.316851806640626e-07,2.2351298423821636e-10
6.361897583007812e-07,1.8497076839466908e-10
6.349404296875001e-07,1.7970920709553627e-10
