Center Wavelength (nm),FWHM (nm)
6.374375e-07,1.594580649025047e-10
6.340828857421876e-07,2.373969261575005e-10
6.388616943359375e-07,2.8321755188976486e-10
6.474335327148438e-07,2.941360965162182e-10
6.321151123046875e-07,2.715315474848118e-10
6.345117797851563e-07,1.7231140845531948e-10
6.345117797851563e-07,1.6046045400498167e-10
6.365821533203125e-07,1.74959208442406e-10
6.401771240234376e-07,5.637710875606021e-10
