Center Wavelength (nm),FWHM (nm)
6.301162719726563e-07,2.064934061857071e-10
6.332172241210938e-07,2.349955838077826e-10
6.270057983398438e-07,1.9120368075127364e-10
6.220166015625001e-07,1.7957284343334276e-10
6.260026855468751e-07,1.466198846211842e-10
6.23778076171875e-07,2.3012330031481124e-10
6.265043945312501e-07,2.414479096212123e-10
6.240294189453126e-07,1.6181159935238678e-10
6.224482421875e-07,2.066954495231844e-10
