Center Wavelength (nm),FWHM (nm)
6.326120605468751e-07,2.1953300516480443e-10
6.296521606445313e-07,1.6360206331154702e-10
6.305089111328125e-07,2.4618533190707807e-10
6.35776123046875e-07,1.1803153206798363e-10
6.349949340820313e-07,1.948282463092192e-10
