Center Wavelength (nm),FWHM (nm)
6.31685791015625e-07,1.5744574931088428e-10
6.192427368164063e-07,1.177161414826976e-10
6.159194335937501e-07,3.5343509972734494e-10
6.1262255859375e-07,1.5589204458446486e-10
6.232391357421875e-07,1.651017366507528e-10
