Center Wavelength (nm),FWHM (nm)
6.349949340820313e-07,1.6200301726606842e-10
6.344974365234375e-07,2.4616857458007985e-10
6.38080322265625e-07,3.6114401730331973e-10
6.353855590820313e-07,2.208083458162375e-10
