Center Wavelength (nm),FWHM (nm)
6.460926513671876e-07,1.698586729063057e-10
6.374019165039062e-07,1.5435114115051249e-10
6.369385986328125e-07,2.2033444071945797e-10
6.335108032226563e-07,3.5243374383633046e-10
6.3447607421875e-07,1.9680648668104736e-10
6.3247314453125e-07,2.1367338654385313e-10
6.385770263671875e-07,2.2989635371178192e-10
6.414909057617188e-07,1.9540454932837558e-10
