Center Wavelength (nm),FWHM (nm)
6.348528442382813e-07,3.3066242325360803e-10
6.253572998046875e-07,2.525517807025748e-10
6.249627075195312e-07,1.995641813738521e-10
6.26969970703125e-07,1.7182164369561304e-10
6.312579956054688e-07,1.7908532636888998e-10
6.22807861328125e-07,1.6189678761388655e-10
6.197115478515625e-07,1.8312009262372059e-10
6.179074096679688e-07,2.4271513502208356e-10
6.172571411132813e-07,2.3254795965908945e-10
