Center Wavelength (nm),FWHM (nm)
6.3247314453125e-07,2.478408889994916e-10
6.307532958984375e-07,2.476435660708496e-10
6.312551879882813e-07,1.8160845819944876e-10
6.320792236328126e-07,1.9054576828094542e-10
6.295693359375e-07,1.9106152442558524e-10
6.325089721679688e-07,1.917394243433794e-10
6.356902465820313e-07,1.5639980553748434e-10
6.340828857421876e-07,1.876781337676845e-10
6.303946533203125e-07,2.378081289587255e-10
