Center Wavelength (nm),FWHM (nm)
6.305089111328125e-07,2.9758219523998353e-10
6.249985961914063e-07,3.406694309561723e-10
6.277932739257813e-07,1.6651842953284207e-10
6.259668579101562e-07,4.933466482101655e-10
