Center Wavelength (nm),FWHM (nm)
6.344403076171875e-07,2.48210070266654e-10
6.366177368164063e-07,1.8498753196088916e-10
6.199789428710938e-07,1.263005491955062e-10
6.321151123046875e-07,1.7586458967579325e-10
6.299641723632813e-07,3.4736593816982864e-10
6.297487182617188e-07,2.636074334476486e-10
6.335466308593751e-07,2.3244448470243826e-10
6.38932861328125e-07,2.1778005312274745e-10
6.340828857421876e-07,1.5477488383847556e-10
