Center Wavelength (nm),FWHM (nm)
6.243516235351563e-07,2.3579737777153243e-10
6.247843627929688e-07,1.8473922767549187e-10
6.1958056640625e-07,1.1993470191970173e-10
6.183485107421875e-07,2.4837196500554506e-10
6.227996215820313e-07,1.6968381768381344e-10
6.213540039062501e-07,2.698822378320381e-10
6.16861083984375e-07,1.3664363275577118e-10
6.200151977539063e-07,1.3247439803512566e-10
6.236660766601563e-07,2.341645725202681e-10
6.224744873046876e-07,2.8867599301452135e-10
