Center Wavelength (nm),FWHM (nm)
6.2834814453125e-07,3.6446069640828833e-10
6.14171875e-07,1.9767265125115655e-10
6.243516235351563e-07,2.0543968291577073e-10
6.336539306640625e-07,5.466559618566436e-10
6.267655639648438e-07,2.0092675202822416e-10
6.474335327148438e-07,3.7657149513778556e-10
6.295693359375e-07,2.648697690768014e-10
6.30179443359375e-07,3.205059802884703e-10
6.219686279296875e-07,1.7484535948192293e-10
6.263336791992188e-07,3.7660332096318257e-10
