Center Wavelength (nm),FWHM (nm)
6.276290893554688e-07,2.2411369010750436e-10
6.271974487304688e-07,1.876074022479401e-10
6.268375854492188e-07,1.851045745898352e-10
6.263336791992188e-07,2.7268783855896257e-10
6.259735107421875e-07,1.5634312517970182e-10
6.304305419921876e-07,1.7344666520380594e-10
6.30179443359375e-07,3.8303285143428476e-10
6.308250122070313e-07,2.2528593790600682e-10
