Center Wavelength (nm),FWHM (nm)
6.285187377929688e-07,3.629516694464432e-10
6.268326416015625e-07,2.1626246486000496e-10
6.290921020507813e-07,2.9278322136834633e-10
6.259705200195313e-07,2.0120974728359664e-10
6.3084619140625e-07,2.7362512849337213e-10
6.290921020507813e-07,2.9278322136834633e-10
