Center Wavelength (nm),FWHM (nm)
6.465162353515625e-07,2.508793711420068e-10
6.363681030273438e-07,3.646966987442381e-10
6.309684448242188e-07,4.427301823716025e-10
6.345117797851563e-07,1.509517285733306e-10
6.308250122070313e-07,1.7040656785854973e-10
6.3046630859375e-07,2.598577592298428e-10
6.312193603515625e-07,1.817414999422099e-10
6.332604370117188e-07,2.643347567382308e-10
6.373306274414063e-07,2.1778103169743457e-10
6.426965332031251e-07,2.236275658468681e-10
