Center Wavelength (nm),FWHM (nm)
6.336539306640625e-07,2.0822422464262906e-10
6.469750366210938e-07,1.823411064933761e-10
6.267655639648438e-07,2.0030344489685468e-10
6.349404296875001e-07,1.7435457612357117e-10
6.284558715820313e-07,2.0470917834003465e-10
6.264416503906251e-07,2.3863188062571145e-10
6.288870239257812e-07,4.7689896715033e-10
6.379362182617188e-07,2.529038533755111e-10
