Center Wavelength (nm),FWHM (nm)
6.3046630859375e-07,2.046598351360137e-10
6.460573120117188e-07,1.9395087116949678e-10
6.450680541992188e-07,2.9142321307134503e-10
6.410294799804688e-07,1.9007363749021574e-10
6.392529296875e-07,2.294016399264379e-10
6.386837158203126e-07,2.3885602150138936e-10
6.407099609375001e-07,2.7082813092606864e-10
6.411004638671875e-07,2.005470829298342e-10
6.443961181640626e-07,2.0214772001652539e-10
6.399284057617188e-07,2.2683126389223433e-10
