Center Wavelength (nm),FWHM (nm)
6.341187133789063e-07,1.7494455518273523e-10
6.331889038085938e-07,2.943704953306873e-10
6.3490478515625e-07,2.40831754041005e-10
6.328668823242187e-07,1.4899201959359086e-10
6.357259521484376e-07,1.9463632995376197e-10
6.365464477539063e-07,1.6492303433142298e-10
6.387193603515626e-07,2.1870055013296096e-10
6.332246704101563e-07,1.4475832222017446e-10
6.319718017578126e-07,4.000320576183405e-10
6.372593994140625e-07,1.7884948816335891e-10
