Center Wavelength (nm),FWHM (nm)
6.460926513671876e-07,1.4397919209422782e-10
6.401416625976562e-07,2.1211402495210678e-10
6.382566528320313e-07,2.6675687294886826e-10
6.391107177734375e-07,3.483174253965009e-10
6.398573608398438e-07,2.0127047692430003e-10
6.382210693359376e-07,2.022359670495548e-10
6.38932861328125e-07,2.2974156511623084e-10
6.399284057617188e-07,2.5966944914829315e-10
6.41419921875e-07,1.7903726030352475e-10
