Center Wavelength (nm),FWHM (nm)
6.395000610351563e-07,1.4237603672509566e-10
6.331683349609375e-07,2.820708043614085e-10
6.337034912109375e-07,1.8618626969043894e-10
6.284111938476563e-07,1.8491241533269684e-10
6.300231933593751e-07,1.7774513010507626e-10
6.316684570312501e-07,1.5469878326244023e-10
6.257549438476563e-07,2.0014063841821914e-10
6.30381103515625e-07,3.08536518663162e-10
6.296652221679688e-07,3.204209766799764e-10
6.344165649414063e-07,2.8874829799098394e-10
