Center Wavelength (nm),FWHM (nm)
6.427674560546875e-07,1.8513815963394675e-10
6.382210693359376e-07,1.846568529979831e-10
6.403192138671875e-07,3.4746225526300696e-10
6.448912353515625e-07,1.8564473258986413e-10
6.437237548828125e-07,2.2322674004810274e-10
6.432634277343751e-07,2.384568649616035e-10
6.435466918945313e-07,1.983209093633977e-10
6.456688232421876e-07,1.54336984604786e-10
6.316494140625e-07,1.8146089336822007e-10
