Center Wavelength (nm),FWHM (nm)
6.201080932617188e-07,1.4972986217276902e-10
6.362373657226563e-07,1.7379661174931332e-10
6.197115478515625e-07,1.8528667755627237e-10
6.26468505859375e-07,2.0586693652398534e-10
