Center Wavelength (nm),FWHM (nm)
6.427319946289063e-07,2.322591765486429e-10
6.437945556640625e-07,5.21181151555846e-10
6.464810180664063e-07,2.6391464037163303e-10
6.356545410156251e-07,2.0692006092937682e-10
6.369030151367188e-07,2.2261568203897422e-10
6.3807861328125e-07,2.0884552889916682e-10
6.446791381835938e-07,3.0651720527240035e-10
6.461279296875e-07,1.7478572166275252e-10
