Center Wavelength (nm),FWHM (nm)
6.348690795898438e-07,1.7770803095069487e-10
6.411360473632813e-07,2.0574151565784163e-10
6.456334838867188e-07,2.0598814508812029e-10
6.461279296875e-07,1.8403132259066614e-10
6.182760620117188e-07,5.048547136012849e-10
