Center Wavelength (nm),FWHM (nm)
6.418811035156251e-07,3.2018490019173083e-10
6.3807861328125e-07,3.1965182942978543e-10
6.406389770507813e-07,2.355888707995853e-10
6.411360473632813e-07,1.4523226975451363e-10
6.443253173828126e-07,2.4190966370483586e-10
6.465515136718751e-07,2.0087665865331317e-10
6.44572998046875e-07,2.0628645987658953e-10
6.4602197265625e-07,2.487425450255788e-10
6.456688232421876e-07,1.9927745932795545e-10
