Center Wavelength (nm),FWHM (nm)
6.260742797851562e-07,2.797760337186162e-10
6.358116455078126e-07,2.622402149371876e-10
6.341420288085938e-07,2.386418773463938e-10
6.345330200195313e-07,1.5488486638770988e-10
6.366629638671876e-07,1.4791769499264767e-10
